query,tool_call
Tucán pressure sensors just hit 70.7 kPa and still dropping—what emergency response should we initiate? Commander Reyes reports possible hull breach sound.,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Tucán pressure sensors just hit 71.4 kPa and still dropping—Commander Reyes reports a possible hull breach. What emergency procedure do we initiate right now?,"send_alert(module='tucan',severity='critical',reason='pressure_drop')"
Tucán pressure sensors just hit 71.4 kPa and still dropping—what emergency response should we initiate? Commander Reyes is reporting a possible hull breach.,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Tucán pressure sensors just hit 73.3 kPa and still dropping—what emergency response should we initiate? Commander Reyes reports possible hull breach sound.,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Tucán pressure sensors just hit 73.7 kPa and are still falling — should we log an alert?,"send_alert(module='tucan',severity='critical',reason='pressure_drop')"
Tucán pressure sensors just hit 73.7 kPa and are still falling — what emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Tucán pressure sensors just hit 73.9 kPa and are still falling — should we log an alert?,"send_alert(module='tucan',severity='critical',reason='pressure_drop')"
Tucán pressure sensors just hit 73.9 kPa and are still falling — what emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Tucán pressure sensors just hit 76.0 kPa and are still falling — what emergency procedure do we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Tucán pressure sensors just hit 76.8 kPa and still dropping—what emergency response should we initiate?,"send_alert(module='tucan',severity='critical',reason='pressure_drop')"
Tucán pressure sensors just hit 77.6 kPa and still dropping—what emergency response should we initiate? Commander Reyes is already moving crew to safe zones.,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Tucán pressure sensors just hit 78.4 kPa and are still falling — what emergency procedure do we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Tucán pressure sensors just hit 78.7 kPa and still dropping—Commander Reyes reports a possible hull breach. What emergency steps do we initiate?,"send_alert(module='tucan',severity='critical',reason='pressure_drop')"
Tucán pressure sensors just hit 78.7 kPa and still dropping—what emergency response should we initiate? Commander Reyes reports possible hull breach sound.,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Tucán pressure sensors just hit 83.4 kPa and still dropping—what emergency response should we initiate?,"send_alert(module='tucan',severity='critical',reason='pressure_drop')"
Tucán pressure sensors just hit 83.4 kPa and still dropping—what emergency response should we initiate? Commander Reyes reports possible hull breach sound.,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Tucán pressure sensors just hit 83.6 kPa and still dropping—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
"Tucán radiation sensors are at 1.7 mSv/hr and rising—Commander Reyes wants this logged up the chain immediately. Solar activity is increasing, so we need to know what emergency response covers this.","send_alert(module='tucan',severity='medium',reason='radiation_spike')"
Tucán radiation sensors are at 10.8 mSv/hr and climbing—Commander Reyes just reported it. What emergency steps do we take?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Tucán radiation sensors are at 3.4 mSv/hr and rising—what emergency response should we initiate?,"send_alert(module='tucan',severity='high',reason='radiation_spike')"
Tucán radiation sensors are at 3.4 mSv/hr and rising—what emergency response should we initiate? Commander Reyes reports solar activity may be increasing.,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Tucán radiation sensors are at 4.0 mSv/hr and rising—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Tucán radiation sensors are at 8.6 mSv/hr and rising—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Tucán radiation sensors are at 9.3 mSv/hr and rising—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Tucán radiation sensors are reading 1.2 mSv/hr and rising—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Tucán radiation sensors are reading 1.7 mSv/hr and rising—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Tucán radiation sensors are reading 3.6 mSv/hr and rising—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Tucán radiation sensors are reading 3.8 mSv/hr and rising—what emergency response should we initiate? Commander Reyes reports solar activity may be increasing.,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Tucán radiation sensors are reading 9.7 mSv/hr and still rising — Medical Officer Mendoza just reported it. What emergency steps do we take?,"send_alert(module='tucan',severity='critical',reason='radiation_spike')"
Tucán radiation sensors are showing 1.2 mSv/hr and rising—what emergency response should we initiate?,"send_alert(module='tucan',severity='medium',reason='radiation_spike')"
Tucán radiation sensors are showing 1.5 mSv/hr and rising—what emergency response should we initiate?,"send_alert(module='tucan',severity='medium',reason='radiation_spike')"
Tucán radiation sensors are showing 1.5 mSv/hr and rising—what emergency response should we initiate? Commander Reyes reports solar activity may be increasing.,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Tucán radiation sensors are showing 1.7 mSv/hr and rising—what emergency response should we initiate? Commander Reyes reports solar activity may be increasing.,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')"
Tucán radiation sensors are showing 10.6 mSv/hr and climbing — Medical Officer Mendoza just reported it. What emergency steps do we take?,"send_alert(module='tucan',severity='critical',reason='radiation_spike')"
Tucán radiation sensors are showing 11.3 mSv/hr and climbing — what emergency procedure do we run?,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')"
Tucán radiation sensors are showing 3.9 mSv/hr and rising—Commander Reyes wants this logged as an alert immediately. Solar activity reports suggest this could worsen.,"send_alert(module='tucan',severity='high',reason='radiation_spike')"
Tucán temperature sensors are showing a rapid rise at 2.6 degrees per minute and still climbing—what emergency procedure should we initiate for this scenario?,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')"
Tucán temperature sensors are showing a rapid rise at 2.8 degrees per minute and still climbing—what emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Tucán temperature sensors are showing a rapid rise at 3.5 degrees per minute and still climbing—what emergency procedure should we initiate for this?,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')"
Tucán temperature sensors are showing a rapid rise at 4.3 degrees per minute and still climbing—what emergency procedure should we initiate for this scenario?,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')"
Tucán temperature sensors showing a rapid rise of 2.7 degrees per minute—what emergency response should we initiate?,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')"
Tucán temperature sensors showing a rapid rise of 2.9 degrees per minute—what emergency response should we initiate?,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')"
Tucán temperature sensors showing a rapid rise of 3.3 degrees per minute—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Tucán temperature sensors showing a rapid rise of 3.5 degrees per minute—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Tucán temperature sensors showing a rapid rise of 3.7 degrees per minute—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Tucán temperature sensors showing a rapid rise of 4.1 degrees per minute—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Tucán temperature sensors showing a rapid rise of 4.2 degrees per minute—what emergency response should we initiate?,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')"
Tucán temperature sensors showing a rapid rise of 4.3 degrees per minute—what emergency response should we initiate?,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')"
Tucán temperature sensors showing a rise of 2.4 degrees per minute and climbing—what emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Tucán temperature sensors showing a rise of 2.8 degrees per minute and climbing — should we log an alert?,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')"
Tucán temperature sensors showing a rise of 3.1 degrees per minute and climbing — what emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Tucán temperature sensors showing a rise of 4.1 degrees per minute and climbing—should we flag this to Commander Reyes immediately?,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')"
Tucán's cooling system is running too high—bring it down a notch to keep the crew quarters comfortable.,"control_system(module='tucan',system='cooling',action='decrease')"
Tucán's medical bay sensor shows temp at 21°C but keeps jumping to 15°C—how should we proceed?,"schedule_maintenance(module='tucan',task='sensor_repair',priority='urgent')"
Tucán’s air filtration is running too high—bring it down to normal levels now.,"control_system(module='tucan',system='filtration',action='decrease')"
Tucán’s environmental panel shows humidity at 66%—Commander Reyes says the crew’s noticing condensation on the walls,"control_system(module='tucan',system='ventilation',action='increase')"
Tucán’s med bay temp is feeling off to Mendoza. Mind grabbing the last six hours of readings to see if there’s a trend?,"get_telemetry(module='tucan',metric='temperature',timeframe_hours=6)"
Tucán’s power draw is sitting at 96% according to the latest telemetry; is this expected or do we need to investigate?,"control_system(module='tucan',system='lighting',action='deactivate')"
Tucán’s sensor array is showing 43°C in the crew quarters. What’s the next step here?,"control_system(module='tucan',system='cooling',action='increase')"
"Valdivia’s flagged a spike in Colibrí’s power consumption, likely the antenna array. Need the past 24 hours of data to confirm—how do I access that?","get_telemetry(module='colibri',metric='power',timeframe_hours=24)"
Valdivia’s requesting an immediate check on the Colibrí comms system—he’s got a ground contact window coming up and needs to know if it’s fully operational,"get_module_status(module='colibri',system='communications')"
Vicuña CO2 concentration has hit 1.8% and is climbing—crew reporting headaches. What emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Vicuña CO2 concentration has hit 2.2% and is climbing—crew reporting headaches. What emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Vicuña CO2 concentration has hit 2.5% and is climbing—crew reporting headaches. What emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Vicuña CO2 concentration has hit 3.0% and is climbing — Commander Reyes reports crew headaches. What emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')"
Vicuña O2 concentration just hit 14.0% and is still dropping—what emergency response should we initiate?,"send_alert(module='vicuna',severity='high',reason='oxygen_leak')"
Vicuña airlock equalization rate is reading 1.5 kPa per minute—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')"
Vicuña hull stress sensors are reading 86.0% and climbing—Engineer Kozlov reports possible micrometeorite impact. Should we escalate this to command?,"send_alert(module='vicuna',severity='high',reason='structural_damage')"
Vicuña hull stress sensors are reading 88.4% and climbing—should we flag this for possible micrometeorite impact?,"send_alert(module='vicuna',severity='high',reason='structural_damage')"
Vicuña hull stress sensors are reading 88.5% and climbing—what emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Vicuña hull stress sensors are reading 90.0%—Commander Reyes reports a potential micrometeorite impact. What emergency procedure should we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Vicuña hull stress sensors are reading 90.0%—Commander Reyes suspects a micrometeorite impact. How should we handle this?,"send_alert(module='vicuna',severity='high',reason='structural_damage')"
Vicuña hull stress sensors are reading 91.4%—Commander Reyes just reported a possible micrometeorite impact. What emergency procedure should we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Vicuña hull stress sensors are reading 91.4%—Commander Reyes just reported a possible micrometeorite impact. What emergency steps should we take?,"send_alert(module='vicuna',severity='high',reason='structural_damage')"
Vicuña hull stress sensors are reading 91.7% and climbing—Engineer Kozlov reports possible micrometeorite impact. Should we escalate this to command immediately?,"send_alert(module='vicuna',severity='high',reason='structural_damage')"
Vicuña hull stress sensors are reading 91.7%—Commander Reyes just reported a possible micrometeorite impact. What emergency steps do we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Vicuña hull stress sensors are reading 92.0% and climbing — should we flag this for possible micrometeorite impact?,"send_alert(module='vicuna',severity='high',reason='structural_damage')"
Vicuña hull stress sensors are reading 93.6%—Commander Reyes reports a potential micrometeorite impact. What emergency procedure should we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Vicuña hull stress sensors just hit 88.2% and climbing — Commander Reyes reports a possible micrometeorite impact. What emergency steps do we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Vicuña hull stress sensors just hit 88.2% and climbing — Commander Reyes reports a possible micrometeorite impact. What emergency steps do we take?,"send_alert(module='vicuna',severity='high',reason='structural_damage')"
Vicuña hull stress sensors just hit 89.6%—Commander Reyes reports a potential micrometeorite impact. What emergency procedure should we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Vicuña hull stress sensors just hit 90.5% and climbing — Commander Reyes reports a possible micrometeorite impact. What emergency steps do we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
Vicuña hull stress sensors just hit 94.5%—Commander Reyes reports a potential micrometeorite impact. What emergency procedure do we initiate?,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')"
"Vicuña port radar shows an unmarked supply vessel approaching, currently 2.5 kilometers out—no IFF transponder detected. What’s the protocol?","calculate_trajectory(maneuver='docking',urgency='planned')"
Vicuña power bus voltage just hit 100.8 V—should we log an alert on this fluctuation?,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')"
Vicuña power bus voltage just hit 100.8 V—what emergency procedure covers this kind of fluctuation?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Vicuña power bus voltage just hit 103.2 V—what emergency procedure covers this kind of fluctuation?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Vicuña power bus voltage just hit 103.8 V—should we log an alert on this fluctuation?,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')"
Vicuña power bus voltage just hit 103.8 V—what emergency procedure covers this kind of fluctuation?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Vicuña power bus voltage just hit 130.3 V—should we flag this as an active anomaly or monitor for stabilization?,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')"
Vicuña power bus voltage just hit 134.7 V—what emergency procedure covers this kind of fluctuation?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Vicuña power bus voltage just hit 135.0 V—what emergency procedure covers this fluctuation?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Vicuña power bus voltage just hit 135.1 V—should we flag this immediately or run diagnostics first?,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')"
Vicuña power bus voltage just hit 135.1 V—what emergency procedure do we need to activate here?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Vicuña power bus voltage just hit 137.8 V—should we flag this as an anomaly for Commander Reyes to assess?,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')"
Vicuña power bus voltage just hit 137.8 V—what emergency procedure covers this kind of fluctuation?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Vicuña power bus voltage just hit 139.4 V—should we flag this immediately or wait for confirmation?,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')"
Vicuña power bus voltage just hit 139.4 V—what emergency procedure covers this fluctuation?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Vicuña power bus voltage just hit 95.6 V and is fluctuating—what emergency response should we initiate?,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')"
Vicuña power bus voltage just hit 96.9 V and is fluctuating—what emergency response should we initiate?,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')"
Vicuña power bus voltage just hit 97.6 V and continues to drop—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Vicuña power bus voltage just hit 97.6 V and is fluctuating—what emergency response should we initiate?,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')"
Vicuña power bus voltage just hit 98.6 V and is fluctuating—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')"
Vicuña pressure just dropped to 73.1 kPa and is still falling—what emergency response should we initiate? Commander Reyes is already moving the crew to Cóndor.,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')"
Vicuña pressure just dropped to 79.8 kPa and is still falling—what emergency response should we initiate? Commander Reyes is already moving the crew to Cóndor.,"send_alert(module='vicuna',severity='critical',reason='pressure_drop')"
Vicuña pressure just dropped to 83.1 kPa and is still falling—Commander Reyes reports a possible hull breach. What emergency steps do we initiate right now?,"send_alert(module='vicuna',severity='critical',reason='pressure_drop')"
Vicuña pressure sensors just dropped to 89.2 kPa and are still falling — what emergency procedure do we initiate right now?,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')"
Vicuña temperature rate just spiked to 3.5 degrees per minute and still climbing—how should we respond to this?,"send_alert(module='vicuna',severity='critical',reason='abnormal_temperature')"
Vicuña temperature rate just spiked to 3.6 degrees per minute and still climbing—Commander Reyes wants to know if we should flag this for emergency response right now.,"send_alert(module='vicuna',severity='critical',reason='abnormal_temperature')"
Vicuña temperature rate just spiked to 3.8 degrees per minute and still climbing—Commander Reyes wants to know if we should flag this as a thermal emergency right now.,"send_alert(module='vicuna',severity='critical',reason='abnormal_temperature')"
Vicuña temperature sensors are showing a rapid rise of 2.4 degrees per minute—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Vicuña temperature sensors are showing a rapid rise of 3.0 degrees per minute—Commander Reyes just reported it. What emergency steps should we take for this?,"send_alert(module='vicuna',severity='critical',reason='abnormal_temperature')"
Vicuña temperature sensors are showing a rapid rise of 3.5 degrees per minute—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Vicuña temperature sensors are showing a rapid rise of 4.3 degrees per minute—what emergency response should we initiate?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Vicuña's hull integrity sensors just flagged a micro-debris impact—pressure drop of 0.3 kPa in sector 4. Commander Reyes reports a faint metallic ping but no visible damage. How should we proceed?,"schedule_maintenance(module='vicuna',task='hull_inspection',priority='urgent')"
Vicuña's temperature is rising at 3.8 degrees per minute—what emergency procedure covers this kind of thermal event?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Vicuña's temperature is rising at 4.1 degrees per minute—what emergency procedure covers this kind of thermal event?,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')"
Vicuña’s power levels just hit 94% according to Specialist Nakamura—what’s the protocol here?,"control_system(module='vicuna',system='lighting',action='deactivate')"
Water recycling in Jaguar is down to 25.2% and has been dropping for hours—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Jaguar is down to 28.6% and has been dropping for hours—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Jaguar is down to 30.1% and has been degrading for hours. Engineer Kozlov just reported it — what’s the emergency procedure here?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Jaguar is down to 32.4% and has been dropping for hours—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Jaguar is down to 33.3% and has been dropping for hours—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Jaguar is down to 33.7% and has been dropping for hours—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Jaguar is down to 34.6% and has been dropping for hours—what emergency steps do we take for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Jaguar is showing sustained degradation—readings at 26.2% and holding. What’s the emergency procedure for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Jaguar is showing sustained degradation—readings just hit 32.0% and have been dropping for hours. What emergency steps do we need to take for this?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Vicuña has dropped to 21.3% and it's been degrading for hours—what emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Vicuña has dropped to 21.8% and been degrading for hours — what emergency steps should we take for this?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Vicuña has dropped to 21.8% and been degrading for hours — what’s the emergency procedure for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Vicuña has dropped to 27.1% and been degrading for hours — what’s the emergency procedure for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Vicuña has dropped to 27.9% and been degrading for hours — what’s the emergency procedure for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Vicuña has dropped to 28.1% and been degrading for hours. Engineer Kozlov noticed the trend—what’s the next step here?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Vicuña has dropped to 28.6% and has been degrading for hours. What emergency procedure should we initiate for this scenario?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Vicuña has dropped to 28.6% and has been degrading for hours. What emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
Water recycling in Vicuña has dropped to 35.8% and it's been degrading for hours—what emergency procedure should we initiate for this?,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')"
"We need an immediate reentry trajectory calculation—current altitude is 408 km, and we're preparing for descent.","calculate_trajectory(maneuver='reentry',urgency='immediate')"
"We need an immediate reentry trajectory calculation—current altitude is 408 km, and we're preparing for emergency descent. Get the numbers now.","calculate_trajectory(maneuver='reentry',urgency='immediate')"
"We need an immediate trajectory calculation for an orbit adjustment—station altitude is 408 km LEO, and this can't wait.","calculate_trajectory(maneuver='orbit_adjustment',urgency='immediate')"
"We need an immediate trajectory calculation for an orbit adjustment—station altitude is 408 km LEO, and we can't afford any delay.","calculate_trajectory(maneuver='orbit_adjustment',urgency='immediate')"
"We need an immediate trajectory calculation for an orbit adjustment—station altitude is 408 km LEO, and we've got to make this correction before the next shift.","calculate_trajectory(maneuver='orbit_adjustment',urgency='immediate')"
We need an immediate trajectory calculation for an orbit adjustment—station altitude is 408 km LEO.,"calculate_trajectory(maneuver='orbit_adjustment',urgency='immediate')"
We need an immediate trajectory calculation for an orbit adjustment—station altitude is 408 km LEO. What's the optimal burn profile to execute this maneuver safely?,"calculate_trajectory(maneuver='orbit_adjustment',urgency='immediate')"
We need an immediate trajectory calculation for reentry—station altitude is 408 km and dropping. Confirm parameters before the next shift change.,"calculate_trajectory(maneuver='reentry',urgency='immediate')"
We need an immediate trajectory calculation for reentry—station altitude is 408 km and dropping. Confirm parameters before the next shift.,"calculate_trajectory(maneuver='reentry',urgency='immediate')"
We need an immediate trajectory calculation for station-keeping—altitude is dropping and we can't afford drift before the next shift change.,"calculate_trajectory(maneuver='station_keeping',urgency='immediate')"
We need an immediate trajectory calculation for station-keeping—altitude is dropping and we must correct before the next orbital pass.,"calculate_trajectory(maneuver='station_keeping',urgency='immediate')"
We need an immediate trajectory calculation for station-keeping—altitude is dropping and we're at 408 km. What's the burn solution?,"calculate_trajectory(maneuver='station_keeping',urgency='immediate')"
We need an immediate trajectory calculation for station-keeping—current altitude is 408 km and we're seeing drift.,"calculate_trajectory(maneuver='station_keeping',urgency='immediate')"
We need an immediate trajectory calculation for the incoming docking maneuver at 408 km—confirm parameters and send to Cóndor.,"calculate_trajectory(maneuver='docking',urgency='immediate')"
We need an immediate trajectory calculation for the incoming docking maneuver—confirm parameters before the next shift change.,"calculate_trajectory(maneuver='docking',urgency='immediate')"
We need an immediate trajectory calculation for the incoming docking maneuver—confirm parameters before the next shift starts.,"calculate_trajectory(maneuver='docking',urgency='immediate')"
We need an immediate trajectory calculation to avoid incoming debris—station currently at 408 km LEO.,"calculate_trajectory(maneuver='debris_avoidance',urgency='immediate')"
We need an immediate trajectory recalculation—station altitude is dropping below 408 km.,"calculate_trajectory(maneuver='station_keeping',urgency='immediate')"
We need an immediate trajectory recalculation—station's drifting out of nominal orbit at 408 km.,"calculate_trajectory(maneuver='orbit_adjustment',urgency='immediate')"
We need emergency equipment resupply to address an urgent hardware failure.,"request_supply(category='equipment',urgency='emergency')"
We need emergency equipment resupply to address critical failures—prioritize and expedite before the next crew shift.,"request_supply(category='equipment',urgency='emergency')"
We need emergency equipment resupply to address critical failures—prioritize and expedite immediately.,"request_supply(category='equipment',urgency='emergency')"
We need emergency equipment resupply — Quetzal's backup systems are failing and replacements must be sent on the next available transport.,"request_supply(category='equipment',urgency='emergency')"
We need emergency food resupply — crew reports are showing critical shortages and we've got to get this resolved before the next shift change.,"request_supply(category='food',urgency='emergency')"
We need emergency food supplies sent to the station immediately—crew reports are showing critical shortages.,"request_supply(category='food',urgency='emergency')"
We need emergency food supplies sent to the station immediately—crew reports indicate critical shortages in Vicuña.,"request_supply(category='food',urgency='emergency')"
We need emergency fuel reserves sent to Kuntur Station immediately—resupply is critical.,"request_supply(category='fuel',urgency='emergency')"
We need emergency resupply for scientific equipment—Nakamura just confirmed critical shortages in Quetzal. Escalate this immediately.,"request_supply(category='scientific',urgency='emergency')"
We need emergency resupply for scientific equipment—Quetzal just reported critical shortages and it's holding up experiments.,"request_supply(category='scientific',urgency='emergency')"
We need emergency resupply for scientific equipment—Quetzal just reported critical shortages that could halt ongoing experiments.,"request_supply(category='scientific',urgency='emergency')"
We need emergency spare parts sent to Vicuña within the next 12 hours—Kozlov reports a critical life support component failure that can't wait for the next resupply window.,"request_supply(category='spare_parts',urgency='emergency')"
We need emergency spare parts sent to Vicuña—systems are failing and backup components are critical.,"request_supply(category='spare_parts',urgency='emergency')"
We need to calculate a planned debris avoidance maneuver trajectory—ensure we have the updated parameters for a 408 km LEO adjustment before the next shift change.,"calculate_trajectory(maneuver='debris_avoidance',urgency='planned')"
We need to calculate a planned debris avoidance maneuver—station altitude is 408 km LEO.,"calculate_trajectory(maneuver='debris_avoidance',urgency='planned')"
We need to calculate the optimal reentry trajectory immediately—station altitude is 408 km LEO.,"calculate_trajectory(maneuver='reentry',urgency='immediate')"
We need to calculate the optimal trajectory for Kuntur Station's planned reentry from 408 km LEO.,"calculate_trajectory(maneuver='reentry',urgency='planned')"
We need to calculate the reentry trajectory immediately—station altitude is 408 km and dropping.,"calculate_trajectory(maneuver='reentry',urgency='immediate')"
"We need to calculate the station-keeping trajectory for Kuntur Station—altitude 408 km LEO, standard planned burn parameters.","calculate_trajectory(maneuver='station_keeping',urgency='planned')"
We need to expedite a food resupply to Kuntur Station—current rations are running low and the next scheduled delivery isn't for another three weeks.,"request_supply(category='food',urgency='expedited')"
We need to expedite a fuel resupply for Kuntur Station—can we get that request processed before the next shift change?,"request_supply(category='fuel',urgency='expedited')"
We need to expedite a fuel resupply to Kuntur Station—current reserves are below operational thresholds.,"request_supply(category='fuel',urgency='expedited')"
We need to expedite a request for spare parts—Jaguar's life support system is showing irregular readings.,"request_supply(category='spare_parts',urgency='expedited')"
We need to expedite a resupply of scientific equipment before the next experiment cycle in Quetzal.,"request_supply(category='scientific',urgency='expedited')"
We need to expedite a resupply of scientific materials to Kuntur Station—what's the fastest available launch window?,"request_supply(category='scientific',urgency='expedited')"
We need to expedite a scientific supply request—Quetzal is running low on critical experiment materials.,"request_supply(category='scientific',urgency='expedited')"
"We need to expedite a spare parts request—Jaguar's life support systems are showing irregularities, and Kozlov wants this processed before the next shift.","request_supply(category='spare_parts',urgency='expedited')"
